,,,,Class,Property
"-59138.70341,-59138.70341,http://schema.org/Mountain - http://dbpedia.org/property/prominence",-59138.70341,-59138.70341,http://schema.org/Mountain - http://dbpedia.org/property/prominence,http://schema.org/Mountain , http://dbpedia.org/property/prominence
"68942.12500,68942.12500,http://schema.org/Mountain - http://dbpedia.org/property/id",68942.125,68942.125,http://schema.org/Mountain - http://dbpedia.org/property/id,http://schema.org/Mountain , http://dbpedia.org/property/id
"4414.91033,4414.91033,http://schema.org/Mountain - http://dbpedia.org/property/coordinates",4414.91033,4414.91033,http://schema.org/Mountain - http://dbpedia.org/property/coordinates,http://schema.org/Mountain , http://dbpedia.org/property/coordinates
"-6.08519,-6.08519,http://schema.org/Mountain - http://dbpedia.org/property/marLowC",-6.08519,-6.08519,http://schema.org/Mountain - http://dbpedia.org/property/marLowC,http://schema.org/Mountain , http://dbpedia.org/property/marLowC
"-4.59818,-4.59818,http://schema.org/Mountain - http://dbpedia.org/property/novLowC",-4.59818,-4.59818,http://schema.org/Mountain - http://dbpedia.org/property/novLowC,http://schema.org/Mountain , http://dbpedia.org/property/novLowC
"-0.44286,-0.44286,http://schema.org/Mountain - http://dbpedia.org/property/octLowC",-0.44286,-0.44286,http://schema.org/Mountain - http://dbpedia.org/property/octLowC,http://schema.org/Mountain , http://dbpedia.org/property/octLowC
"-8.00370,-8.00370,http://schema.org/Mountain - http://dbpedia.org/property/febLowC",-8.0037,-8.0037,http://schema.org/Mountain - http://dbpedia.org/property/febLowC,http://schema.org/Mountain , http://dbpedia.org/property/febLowC
"4.47679,4.47679,http://schema.org/Mountain - http://dbpedia.org/property/augLowC",4.47679,4.47679,http://schema.org/Mountain - http://dbpedia.org/property/augLowC,http://schema.org/Mountain , http://dbpedia.org/property/augLowC
"2.74464,2.74464,http://schema.org/Mountain - http://dbpedia.org/property/junLowC",2.74464,2.74464,http://schema.org/Mountain - http://dbpedia.org/property/junLowC,http://schema.org/Mountain , http://dbpedia.org/property/junLowC
"-3.05455,-3.05455,http://schema.org/Mountain - http://dbpedia.org/property/aprLowC",-3.05455,-3.05455,http://schema.org/Mountain - http://dbpedia.org/property/aprLowC,http://schema.org/Mountain , http://dbpedia.org/property/aprLowC
"-7.73519,-7.73519,http://schema.org/Mountain - http://dbpedia.org/property/decLowC",-7.73519,-7.73519,http://schema.org/Mountain - http://dbpedia.org/property/decLowC,http://schema.org/Mountain , http://dbpedia.org/property/decLowC
"2.30714,2.30714,http://schema.org/Mountain - http://dbpedia.org/property/sepLowC",2.30714,2.30714,http://schema.org/Mountain - http://dbpedia.org/property/sepLowC,http://schema.org/Mountain , http://dbpedia.org/property/sepLowC
"-8.42037,-8.42037,http://schema.org/Mountain - http://dbpedia.org/property/janLowC",-8.42037,-8.42037,http://schema.org/Mountain - http://dbpedia.org/property/janLowC,http://schema.org/Mountain , http://dbpedia.org/property/janLowC
"4.40536,4.40536,http://schema.org/Mountain - http://dbpedia.org/property/julLowC",4.40536,4.40536,http://schema.org/Mountain - http://dbpedia.org/property/julLowC,http://schema.org/Mountain , http://dbpedia.org/property/julLowC
"0.35536,0.35536,http://schema.org/Mountain - http://dbpedia.org/property/mayLowC",0.35536,0.35536,http://schema.org/Mountain - http://dbpedia.org/property/mayLowC,http://schema.org/Mountain , http://dbpedia.org/property/mayLowC
"-0.13091,-0.13091,http://schema.org/Mountain - http://dbpedia.org/property/decHighC",-0.13091,-0.13091,http://schema.org/Mountain - http://dbpedia.org/property/decHighC,http://schema.org/Mountain , http://dbpedia.org/property/decHighC
"6.55636,6.55636,http://schema.org/Mountain - http://dbpedia.org/property/octHighC",6.55636,6.55636,http://schema.org/Mountain - http://dbpedia.org/property/octHighC,http://schema.org/Mountain , http://dbpedia.org/property/octHighC
"1.88727,1.88727,http://schema.org/Mountain - http://dbpedia.org/property/marHighC",1.88727,1.88727,http://schema.org/Mountain - http://dbpedia.org/property/marHighC,http://schema.org/Mountain , http://dbpedia.org/property/marHighC
"9.24182,9.24182,http://schema.org/Mountain - http://dbpedia.org/property/sepHighC",9.24182,9.24182,http://schema.org/Mountain - http://dbpedia.org/property/sepHighC,http://schema.org/Mountain , http://dbpedia.org/property/sepHighC
"7.78545,7.78545,http://schema.org/Mountain - http://dbpedia.org/property/mayHighC",7.78545,7.78545,http://schema.org/Mountain - http://dbpedia.org/property/mayHighC,http://schema.org/Mountain , http://dbpedia.org/property/mayHighC
"11.56545,11.56545,http://schema.org/Mountain - http://dbpedia.org/property/julHighC",11.56545,11.56545,http://schema.org/Mountain - http://dbpedia.org/property/julHighC,http://schema.org/Mountain , http://dbpedia.org/property/julHighC
"11.54182,11.54182,http://schema.org/Mountain - http://dbpedia.org/property/augHighC",11.54182,11.54182,http://schema.org/Mountain - http://dbpedia.org/property/augHighC,http://schema.org/Mountain , http://dbpedia.org/property/augHighC
"-1.01852,-1.01852,http://schema.org/Mountain - http://dbpedia.org/property/janHighC",-1.01852,-1.01852,http://schema.org/Mountain - http://dbpedia.org/property/janHighC,http://schema.org/Mountain , http://dbpedia.org/property/janHighC
"-0.40000,-0.40000,http://schema.org/Mountain - http://dbpedia.org/property/febHighC",-0.4,-0.4,http://schema.org/Mountain - http://dbpedia.org/property/febHighC,http://schema.org/Mountain , http://dbpedia.org/property/febHighC
"4.84000,4.84000,http://schema.org/Mountain - http://dbpedia.org/property/aprHighC",4.84,4.84,http://schema.org/Mountain - http://dbpedia.org/property/aprHighC,http://schema.org/Mountain , http://dbpedia.org/property/aprHighC
"2.70182,2.70182,http://schema.org/Mountain - http://dbpedia.org/property/novHighC",2.70182,2.70182,http://schema.org/Mountain - http://dbpedia.org/property/novHighC,http://schema.org/Mountain , http://dbpedia.org/property/novHighC
"9.87636,9.87636,http://schema.org/Mountain - http://dbpedia.org/property/junHighC",9.87636,9.87636,http://schema.org/Mountain - http://dbpedia.org/property/junHighC,http://schema.org/Mountain , http://dbpedia.org/property/junHighC
"228.65385,228.65385,http://schema.org/Mountain - http://dbpedia.org/property/width",228.65385,228.65385,http://schema.org/Mountain - http://dbpedia.org/property/width,http://schema.org/Mountain , http://dbpedia.org/property/width
"59240.10000,59240.10000,http://schema.org/Mountain - http://dbpedia.org/property/scale",59240.1,59240.1,http://schema.org/Mountain - http://dbpedia.org/property/scale,http://schema.org/Mountain , http://dbpedia.org/property/scale
"-7.11463,-7.11463,http://schema.org/Mountain - http://dbpedia.org/property/febMeanC",-7.11463,-7.11463,http://schema.org/Mountain - http://dbpedia.org/property/febMeanC,http://schema.org/Mountain , http://dbpedia.org/property/febMeanC
"7.10238,7.10238,http://schema.org/Mountain - http://dbpedia.org/property/augMeanC",7.10238,7.10238,http://schema.org/Mountain - http://dbpedia.org/property/augMeanC,http://schema.org/Mountain , http://dbpedia.org/property/augMeanC
"-3.07857,-3.07857,http://schema.org/Mountain - http://dbpedia.org/property/novMeanC",-3.07857,-3.07857,http://schema.org/Mountain - http://dbpedia.org/property/novMeanC,http://schema.org/Mountain , http://dbpedia.org/property/novMeanC
"-6.44286,-6.44286,http://schema.org/Mountain - http://dbpedia.org/property/decMeanC",-6.44286,-6.44286,http://schema.org/Mountain - http://dbpedia.org/property/decMeanC,http://schema.org/Mountain , http://dbpedia.org/property/decMeanC
"4.56667,4.56667,http://schema.org/Mountain - http://dbpedia.org/property/sepMeanC",4.56667,4.56667,http://schema.org/Mountain - http://dbpedia.org/property/sepMeanC,http://schema.org/Mountain , http://dbpedia.org/property/sepMeanC
"7.16429,7.16429,http://schema.org/Mountain - http://dbpedia.org/property/julMeanC",7.16429,7.16429,http://schema.org/Mountain - http://dbpedia.org/property/julMeanC,http://schema.org/Mountain , http://dbpedia.org/property/julMeanC
"-7.78250,-7.78250,http://schema.org/Mountain - http://dbpedia.org/property/janMeanC",-7.7825,-7.7825,http://schema.org/Mountain - http://dbpedia.org/property/janMeanC,http://schema.org/Mountain , http://dbpedia.org/property/janMeanC
"-4.48810,-4.48810,http://schema.org/Mountain - http://dbpedia.org/property/marMeanC",-4.4881,-4.4881,http://schema.org/Mountain - http://dbpedia.org/property/marMeanC,http://schema.org/Mountain , http://dbpedia.org/property/marMeanC
"5.26429,5.26429,http://schema.org/Mountain - http://dbpedia.org/property/junMeanC",5.26429,5.26429,http://schema.org/Mountain - http://dbpedia.org/property/junMeanC,http://schema.org/Mountain , http://dbpedia.org/property/junMeanC
"-0.99048,-0.99048,http://schema.org/Mountain - http://dbpedia.org/property/aprMeanC",-0.99048,-0.99048,http://schema.org/Mountain - http://dbpedia.org/property/aprMeanC,http://schema.org/Mountain , http://dbpedia.org/property/aprMeanC
"1.42143,1.42143,http://schema.org/Mountain - http://dbpedia.org/property/octMeanC",1.42143,1.42143,http://schema.org/Mountain - http://dbpedia.org/property/octMeanC,http://schema.org/Mountain , http://dbpedia.org/property/octMeanC
"2.68810,2.68810,http://schema.org/Mountain - http://dbpedia.org/property/mayMeanC",2.6881,2.6881,http://schema.org/Mountain - http://dbpedia.org/property/mayMeanC,http://schema.org/Mountain , http://dbpedia.org/property/mayMeanC
"1.35833,1.35833,http://schema.org/Mountain - http://dbpedia.org/property/yearLowC",1.35833,1.35833,http://schema.org/Mountain - http://dbpedia.org/property/yearLowC,http://schema.org/Mountain , http://dbpedia.org/property/yearLowC
"324.00000,324.00000,http://schema.org/Mountain - http://dbpedia.org/property/embedded",324,324,http://schema.org/Mountain - http://dbpedia.org/property/embedded,http://schema.org/Mountain , http://dbpedia.org/property/embedded
"8.69143,8.69143,http://schema.org/Mountain - http://dbpedia.org/property/yearHighC",8.69143,8.69143,http://schema.org/Mountain - http://dbpedia.org/property/yearHighC,http://schema.org/Mountain , http://dbpedia.org/property/yearHighC
"193.35313,193.35313,http://schema.org/Mountain - http://dbpedia.org/property/julPrecipitationMm",193.35313,193.35313,http://schema.org/Mountain - http://dbpedia.org/property/julPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/julPrecipitationMm
"131.67812,131.67812,http://schema.org/Mountain - http://dbpedia.org/property/aprPrecipitationMm",131.67812,131.67812,http://schema.org/Mountain - http://dbpedia.org/property/aprPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/aprPrecipitationMm
"197.77500,197.77500,http://schema.org/Mountain - http://dbpedia.org/property/junPrecipitationMm",197.775,197.775,http://schema.org/Mountain - http://dbpedia.org/property/junPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/junPrecipitationMm
"157.48438,157.48438,http://schema.org/Mountain - http://dbpedia.org/property/sepPrecipitationMm",157.48438,157.48438,http://schema.org/Mountain - http://dbpedia.org/property/sepPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/sepPrecipitationMm
"166.07813,166.07813,http://schema.org/Mountain - http://dbpedia.org/property/mayPrecipitationMm",166.07813,166.07813,http://schema.org/Mountain - http://dbpedia.org/property/mayPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/mayPrecipitationMm
"100.27812,100.27812,http://schema.org/Mountain - http://dbpedia.org/property/febPrecipitationMm",100.27812,100.27812,http://schema.org/Mountain - http://dbpedia.org/property/febPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/febPrecipitationMm
"189.05937,189.05937,http://schema.org/Mountain - http://dbpedia.org/property/augPrecipitationMm",189.05937,189.05937,http://schema.org/Mountain - http://dbpedia.org/property/augPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/augPrecipitationMm
"106.25000,106.25000,http://schema.org/Mountain - http://dbpedia.org/property/janPrecipitationMm",106.25,106.25,http://schema.org/Mountain - http://dbpedia.org/property/janPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/janPrecipitationMm
"119.35000,119.35000,http://schema.org/Mountain - http://dbpedia.org/property/marPrecipitationMm",119.35,119.35,http://schema.org/Mountain - http://dbpedia.org/property/marPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/marPrecipitationMm
"114.14687,114.14687,http://schema.org/Mountain - http://dbpedia.org/property/novPrecipitationMm",114.14687,114.14687,http://schema.org/Mountain - http://dbpedia.org/property/novPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/novPrecipitationMm
"127.39375,127.39375,http://schema.org/Mountain - http://dbpedia.org/property/octPrecipitationMm",127.39375,127.39375,http://schema.org/Mountain - http://dbpedia.org/property/octPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/octPrecipitationMm
"112.48125,112.48125,http://schema.org/Mountain - http://dbpedia.org/property/decPrecipitationMm",112.48125,112.48125,http://schema.org/Mountain - http://dbpedia.org/property/decPrecipitationMm,http://schema.org/Mountain , http://dbpedia.org/property/decPrecipitationMm
"695067501.76000,695067501.76000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/wikiPageRevisionID",695067501.8,695067501.8,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/wikiPageRevisionID,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/ontology/wikiPageRevisionID
"20709856.98000,20709856.98000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/wikiPageID",20709856.98,20709856.98,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/wikiPageID,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/ontology/wikiPageID
"122.87000,122.87000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/competitors",122.87,122.87,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/competitors,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/competitors
"35.20000,35.20000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/nations",35.2,35.2,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/nations,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/nations
"2155.90322,2155.90322,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/winValue",2155.90322,2155.90322,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/winValue,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/winValue
"522.97580,522.97580,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMark",522.9758,522.9758,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMark,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/worldMark
"555.50874,555.50874,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMark",555.50874,555.50874,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMark,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/olympicMark
"10.21333,10.21333,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Score",10.21333,10.21333,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd1Score
"46.63158,46.63158,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Score",46.63158,46.63158,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd2Score
"43.16071,43.16071,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd3Score",43.16071,43.16071,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd3Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd3Score
"179.15000,179.15000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/teamWidth",179.15,179.15,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/teamWidth,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/teamWidth
"48.17475,48.17475,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd4Score",48.17475,48.17475,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd4Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd4Score
"22.50000,22.50000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/scoreWidth",22.5,22.5,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/scoreWidth,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/scoreWidth
"17.23000,17.23000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/teams",17.23,17.23,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/teams,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/teams
"14.33333,14.33333,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Seed",14.33333,14.33333,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Seed,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd1Seed
"9.67901,9.67901,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Seed",9.67901,9.67901,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Seed,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd2Seed
"6.29630,6.29630,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd3Seed",6.2963,6.2963,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd3Seed,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd3Seed
"5.62637,5.62637,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd4Seed",5.62637,5.62637,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd4Seed,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd4Seed
"9.77000,9.77000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/numEvents",9.77,9.77,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/numEvents,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/numEvents
"7.58065,7.58065,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/races",7.58065,7.58065,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/races,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/races
"272.56044,272.56044,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/width",272.56044,272.56044,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/width,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/width
"2213.15789,2213.15789,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/year",2213.15789,2213.15789,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/year,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/year
"160.42857,160.42857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd5Score",160.42857,160.42857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd5Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd5Score
"131.71875,131.71875,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/classinsigna",131.71875,131.71875,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/classinsigna,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/classinsigna
"1968.55814,1968.55814,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/logo",1968.55814,1968.55814,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/logo,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/logo
"9.62963,9.62963,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/3rdScore",9.62963,9.62963,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/3rdScore,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/3rdScore
"76.80392,76.80392,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/numberOfParticipatingNations",76.80392,76.80392,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/numberOfParticipatingNations,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/ontology/numberOfParticipatingNations
"3251.71795,3251.71795,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/numberOfParticipatingAthletes",3251.71795,3251.71795,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/ontology/numberOfParticipatingAthletes,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/ontology/numberOfParticipatingAthletes
"95.22222,95.22222,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/events",95.22222,95.22222,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/events,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/events
"190.56818,190.56818,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/size",190.56818,190.56818,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/size,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/size
"45.28072,45.28072,http://dbpedia.org/ontology/Olympics - http://www.w3.org/2003/01/geo/wgs84_pos#lat",45.28072,45.28072,http://dbpedia.org/ontology/Olympics - http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://dbpedia.org/ontology/Olympics , http://www.w3.org/2003/01/geo/wgs84_pos#lat
"-0.36724,-0.36724,http://dbpedia.org/ontology/Olympics - http://www.w3.org/2003/01/geo/wgs84_pos#long",-0.36724,-0.36724,http://dbpedia.org/ontology/Olympics - http://www.w3.org/2003/01/geo/wgs84_pos#long,http://dbpedia.org/ontology/Olympics , http://www.w3.org/2003/01/geo/wgs84_pos#long
"3.97959,3.97959,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/score",3.97959,3.97959,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/score
"5.15217,5.15217,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/3rdSeed",5.15217,5.15217,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/3rdSeed,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/3rdSeed
"178.56667,178.56667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkCj",178.56667,178.56667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkCj,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/worldMarkCj
"174.55000,174.55000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkCj",174.55,174.55,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkCj,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/olympicMarkCj
"316.00000,316.00000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkTotal",316,316,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkTotal,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/olympicMarkTotal
"143.16667,143.16667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkSnatch",143.16667,143.16667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/olympicMarkSnatch,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/olympicMarkSnatch
"320.40000,320.40000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkTotal",320.4,320.4,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkTotal,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/worldMarkTotal
"145.36667,145.36667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkSnatch",145.36667,145.36667,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/worldMarkSnatch,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/worldMarkSnatch
"883.28000,883.28000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/time",883.28,883.28,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/time,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/time
"8524.29000,8524.29000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/attendance",8524.29,8524.29,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/attendance,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/attendance
"1877.95556,1877.95556,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/goals",1877.95556,1877.95556,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/goals,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/goals
"17.21538,17.21538,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Detail",17.21538,17.21538,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd1Detail,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd1Detail
"3.78571,3.78571,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/p",3.78571,3.78571,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/p,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/p
"17.23913,17.23913,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Detail",17.23913,17.23913,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/rd2Detail,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/rd2Detail
"8.50000,8.50000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/sw",8.5,8.5,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/sw,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/sw
"2.68493,2.68493,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/ml",2.68493,2.68493,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/ml,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/ml
"8.41000,8.41000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/sl",8.41,8.41,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/sl,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/sl
"217.53000,217.53000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/spw",217.53,217.53,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/spw,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/spw
"2.50685,2.50685,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/mw",2.50685,2.50685,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/mw,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/mw
"218.19000,218.19000,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/spl",218.19,218.19,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/spl,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/spl
"6.47059,6.47059,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r3Score",6.47059,6.47059,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r3Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/r3Score
"6.48889,6.48889,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r2Score",6.48889,6.48889,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r2Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/r2Score
"5.77778,5.77778,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r1Score",5.77778,5.77778,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/r1Score,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/r1Score
"5.58462,5.58462,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/progression",5.58462,5.58462,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/progression,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/progression
"6.62857,6.62857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/ga",6.62857,6.62857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/ga,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/ga
"6.62857,6.62857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/gf",6.62857,6.62857,http://dbpedia.org/ontology/Olympics - http://dbpedia.org/property/gf,http://dbpedia.org/ontology/Olympics , http://dbpedia.org/property/gf
